motif,motif_len,support_total,support_correct,support_incorrect,support_rate,p_correct_given_motif,p_incorrect_given_motif,baseline_correct_rate,baseline_incorrect_rate,delta_correct_vs_baseline,lift_correct,lift_incorrect,log_odds_ratio,indicator_direction,indicator_strength
check_constraint compute conclude,3,12,1,11,0.004472605292582929,0.08333333333333333,0.9166666666666666,0.45956019381289603,0.540439806187104,-0.3762268604795627,0.18133279264666124,1.6961494252873563,-1.8816307231256544,failure,0.3762268604795627
analyze analyze simplify,3,12,1,11,0.004472605292582929,0.08333333333333333,0.9166666666666666,0.45956019381289603,0.540439806187104,-0.3762268604795627,0.18133279264666124,1.6961494252873563,-1.8816307231256544,failure,0.3762268604795627
apply-formula compute analyze,3,12,1,11,0.004472605292582929,0.08333333333333333,0.9166666666666666,0.45956019381289603,0.540439806187104,-0.3762268604795627,0.18133279264666124,1.6961494252873563,-1.8816307231256544,failure,0.3762268604795627
derive_intermediate apply_formula compute,3,12,1,11,0.004472605292582929,0.08333333333333333,0.9166666666666666,0.45956019381289603,0.540439806187104,-0.3762268604795627,0.18133279264666124,1.6961494252873563,-1.8816307231256544,failure,0.3762268604795627
compute simplify rewrite,3,12,1,11,0.004472605292582929,0.08333333333333333,0.9166666666666666,0.45956019381289603,0.540439806187104,-0.3762268604795627,0.18133279264666124,1.6961494252873563,-1.8816307231256544,failure,0.3762268604795627
apply_formula compute analyze,3,12,1,11,0.004472605292582929,0.08333333333333333,0.9166666666666666,0.45956019381289603,0.540439806187104,-0.3762268604795627,0.18133279264666124,1.6961494252873563,-1.8816307231256544,failure,0.3762268604795627
compute apply-formula rewrite,3,30,25,5,0.011181513231457324,0.8333333333333334,0.16666666666666666,0.45956019381289603,0.540439806187104,0.37377313952043734,1.8133279264666127,0.30839080459770113,1.7130057212388183,success,0.37377313952043734
conclude compute conclude,3,12,10,2,0.004472605292582929,0.8333333333333334,0.16666666666666666,0.45956019381289603,0.540439806187104,0.37377313952043734,1.8133279264666127,0.30839080459770113,1.6038974596160014,success,0.37377313952043734
substitute infer,2,12,10,2,0.004472605292582929,0.8333333333333334,0.16666666666666666,0.45956019381289603,0.540439806187104,0.37377313952043734,1.8133279264666127,0.30839080459770113,1.6038974596160014,success,0.37377313952043734
filter compute compute,3,12,10,2,0.004472605292582929,0.8333333333333334,0.16666666666666666,0.45956019381289603,0.540439806187104,0.37377313952043734,1.8133279264666127,0.30839080459770113,1.6038974596160014,success,0.37377313952043734
check-constraint derive-intermediate analyze,3,12,10,2,0.004472605292582929,0.8333333333333334,0.16666666666666666,0.45956019381289603,0.540439806187104,0.37377313952043734,1.8133279264666127,0.30839080459770113,1.6038974596160014,success,0.37377313952043734
compare conclude simplify,3,6,5,1,0.0022363026462914647,0.8333333333333334,0.16666666666666666,0.45956019381289603,0.540439806187104,0.37377313952043734,1.8133279264666127,0.30839080459770113,1.4647077405307372,success,0.37377313952043734
case-split instantiate rewrite,3,6,5,1,0.0022363026462914647,0.8333333333333334,0.16666666666666666,0.45956019381289603,0.540439806187104,0.37377313952043734,1.8133279264666127,0.30839080459770113,1.4647077405307372,success,0.37377313952043734
rewrite apply_formula instantiate,3,6,5,1,0.0022363026462914647,0.8333333333333334,0.16666666666666666,0.45956019381289603,0.540439806187104,0.37377313952043734,1.8133279264666127,0.30839080459770113,1.4647077405307372,success,0.37377313952043734
compute substitute simplify,3,6,5,1,0.0022363026462914647,0.8333333333333334,0.16666666666666666,0.45956019381289603,0.540439806187104,0.37377313952043734,1.8133279264666127,0.30839080459770113,1.4647077405307372,success,0.37377313952043734
rewrite rewrite compare,3,6,5,1,0.0022363026462914647,0.8333333333333334,0.16666666666666666,0.45956019381289603,0.540439806187104,0.37377313952043734,1.8133279264666127,0.30839080459770113,1.4647077405307372,success,0.37377313952043734
simplify compute apply-formula,3,6,5,1,0.0022363026462914647,0.8333333333333334,0.16666666666666666,0.45956019381289603,0.540439806187104,0.37377313952043734,1.8133279264666127,0.30839080459770113,1.4647077405307372,success,0.37377313952043734
apply_formula instantiate instantiate,3,6,5,1,0.0022363026462914647,0.8333333333333334,0.16666666666666666,0.45956019381289603,0.540439806187104,0.37377313952043734,1.8133279264666127,0.30839080459770113,1.4647077405307372,success,0.37377313952043734
instantiate case_split,2,11,1,10,0.004099888184867686,0.09090909090909091,0.9090909090909091,0.45956019381289603,0.540439806187104,-0.3686511029038051,0.19781759197817592,1.6821316614420063,-1.7899645004475753,failure,0.3686511029038051
backtrack guess,2,11,1,10,0.004099888184867686,0.09090909090909091,0.9090909090909091,0.45956019381289603,0.540439806187104,-0.3686511029038051,0.19781759197817592,1.6821316614420063,-1.7899645004475753,failure,0.3686511029038051
combine_like_terms compute,2,11,1,10,0.004099888184867686,0.09090909090909091,0.9090909090909091,0.45956019381289603,0.540439806187104,-0.3686511029038051,0.19781759197817592,1.6821316614420063,-1.7899645004475753,failure,0.3686511029038051
factorize analyze case_split,3,11,1,10,0.004099888184867686,0.09090909090909091,0.9090909090909091,0.45956019381289603,0.540439806187104,-0.3686511029038051,0.19781759197817592,1.6821316614420063,-1.7899645004475753,failure,0.3686511029038051
check-constraint instantiate simplify,3,11,1,10,0.004099888184867686,0.09090909090909091,0.9090909090909091,0.45956019381289603,0.540439806187104,-0.3686511029038051,0.19781759197817592,1.6821316614420063,-1.7899645004475753,failure,0.3686511029038051
square simplify,2,11,1,10,0.004099888184867686,0.09090909090909091,0.9090909090909091,0.45956019381289603,0.540439806187104,-0.3686511029038051,0.19781759197817592,1.6821316614420063,-1.7899645004475753,failure,0.3686511029038051
analyze apply_formula instantiate,3,40,33,7,0.014908684308609765,0.825,0.175,0.45956019381289603,0.540439806187104,0.3654398061871039,1.7951946472019462,0.3238103448275862,1.680975001730438,success,0.3654398061871039
solve-equation,1,20,2,18,0.007454342154304882,0.1,0.9,0.45956019381289603,0.540439806187104,-0.35956019381289606,0.21759935117599352,1.6653103448275863,-1.850291769181822,failure,0.35956019381289606
compute instantiate check-constraint,3,10,1,9,0.003727171077152441,0.1,0.9,0.45956019381289603,0.540439806187104,-0.35956019381289606,0.21759935117599352,1.6653103448275863,-1.689187079336719,failure,0.35956019381289606
guess compute check_constraint,3,10,1,9,0.003727171077152441,0.1,0.9,0.45956019381289603,0.540439806187104,-0.35956019381289606,0.21759935117599352,1.6653103448275863,-1.689187079336719,failure,0.35956019381289606
rewrite derive-intermediate apply-formula,3,10,1,9,0.003727171077152441,0.1,0.9,0.45956019381289603,0.540439806187104,-0.35956019381289606,0.21759935117599352,1.6653103448275863,-1.689187079336719,failure,0.35956019381289606
expand compare derive-intermediate,3,10,1,9,0.003727171077152441,0.1,0.9,0.45956019381289603,0.540439806187104,-0.35956019381289606,0.21759935117599352,1.6653103448275863,-1.689187079336719,failure,0.35956019381289606
instantiate derive-intermediate check-constraint,3,10,1,9,0.003727171077152441,0.1,0.9,0.45956019381289603,0.540439806187104,-0.35956019381289606,0.21759935117599352,1.6653103448275863,-1.689187079336719,failure,0.35956019381289606
case_split check_constraint apply_formula,3,10,1,9,0.003727171077152441,0.1,0.9,0.45956019381289603,0.540439806187104,-0.35956019381289606,0.21759935117599352,1.6653103448275863,-1.689187079336719,failure,0.35956019381289606
check-constraint guess,2,10,1,9,0.003727171077152441,0.1,0.9,0.45956019381289603,0.540439806187104,-0.35956019381289606,0.21759935117599352,1.6653103448275863,-1.689187079336719,failure,0.35956019381289606
compute derive_intermediate derive_intermediate,3,33,27,6,0.012299664554603056,0.8181818181818182,0.18181818181818182,0.45956019381289603,0.540439806187104,0.3586216243689222,1.7803583278035833,0.3364263322884013,1.6224234626121377,success,0.3586216243689222
simplify compute rewrite,3,11,9,2,0.004099888184867686,0.8181818181818182,0.18181818181818182,0.45956019381289603,0.540439806187104,0.3586216243689222,1.7803583278035833,0.3364263322884013,1.5029970075495227,success,0.3586216243689222
apply-formula expand rearrange,3,16,13,3,0.005963473723443906,0.8125,0.1875,0.45956019381289603,0.540439806187104,0.35293980618710397,1.7679947283049473,0.3469396551724138,1.5205040365631515,success,0.35293980618710397
check-constraint rearrange,2,28,3,25,0.010436079016026835,0.10714285714285714,0.8928571428571429,0.45956019381289603,0.540439806187104,-0.3524173366700389,0.23314216197427873,1.6520935960591134,-1.8388134451473963,failure,0.3524173366700389
apply_formula compute apply_formula,3,27,3,24,0.01006336190831159,0.1111111111111111,0.8888888888888888,0.45956019381289603,0.540439806187104,-0.34844908270178493,0.24177705686221498,1.6447509578544062,-1.798106848232869,failure,0.34844908270178493
check_constraint apply_formula compute,3,27,3,24,0.01006336190831159,0.1111111111111111,0.8888888888888888,0.45956019381289603,0.540439806187104,-0.34844908270178493,0.24177705686221498,1.6447509578544062,-1.798106848232869,failure,0.34844908270178493
factor derive_constraint,2,18,2,16,0.006708907938874394,0.1111111111111111,0.8888888888888888,0.45956019381289603,0.540439806187104,-0.34844908270178493,0.24177705686221498,1.6447509578544062,-1.734486231171553,failure,0.34844908270178493
analyze compute apply_formula,3,9,1,8,0.003354453969437197,0.1111111111111111,0.8888888888888888,0.45956019381289603,0.540439806187104,-0.34844908270178493,0.24177705686221498,1.6447509578544062,-1.5772679629226969,failure,0.34844908270178493
derive-intermediate case-split instantiate,3,9,1,8,0.003354453969437197,0.1111111111111111,0.8888888888888888,0.45956019381289603,0.540439806187104,-0.34844908270178493,0.24177705686221498,1.6447509578544062,-1.5772679629226969,failure,0.34844908270178493
apply_algorithm check_constraint,2,9,1,8,0.003354453969437197,0.1111111111111111,0.8888888888888888,0.45956019381289603,0.540439806187104,-0.34844908270178493,0.24177705686221498,1.6447509578544062,-1.5772679629226969,failure,0.34844908270178493
instantiate simplify check-constraint,3,9,1,8,0.003354453969437197,0.1111111111111111,0.8888888888888888,0.45956019381289603,0.540439806187104,-0.34844908270178493,0.24177705686221498,1.6447509578544062,-1.5772679629226969,failure,0.34844908270178493
combine_like_terms combine_like_terms compute,3,9,1,8,0.003354453969437197,0.1111111111111111,0.8888888888888888,0.45956019381289603,0.540439806187104,-0.34844908270178493,0.24177705686221498,1.6447509578544062,-1.5772679629226969,failure,0.34844908270178493
apply_algorithm check_constraint backtrack,3,9,1,8,0.003354453969437197,0.1111111111111111,0.8888888888888888,0.45956019381289603,0.540439806187104,-0.34844908270178493,0.24177705686221498,1.6447509578544062,-1.5772679629226969,failure,0.34844908270178493
check-constraint apply-formula instantiate,3,26,21,5,0.009690644800596348,0.8076923076923077,0.19230769230769232,0.45956019381289603,0.540439806187104,0.3481321138794117,1.7575332210368706,0.3558355437665783,1.5390757815399543,success,0.3481321138794117
apply_formula compute instantiate,3,26,3,23,0.009690644800596348,0.11538461538461539,0.8846153846153846,0.45956019381289603,0.540439806187104,-0.3441755784282806,0.2510761744338387,1.6368435013262599,-1.7557333809556905,failure,0.3441755784282806
compute instantiate apply_formula,3,17,2,15,0.00633619083115915,0.11764705882352941,0.8823529411764706,0.45956019381289603,0.540439806187104,-0.3419131349893666,0.2559992366776394,1.6326572008113591,-1.6712690100505199,failure,0.3419131349893666
apply-formula case-split,2,17,2,15,0.00633619083115915,0.11764705882352941,0.8823529411764706,0.45956019381289603,0.540439806187104,-0.3419131349893666,0.2559992366776394,1.6326572008113591,-1.6712690100505199,failure,0.3419131349893666
simplify compute instantiate,3,25,20,5,0.009317927692881103,0.8,0.2,0.45956019381289603,0.540439806187104,0.340439806187104,1.7407948094079482,0.3700689655172414,1.4906233301956817,success,0.340439806187104
compute check-constraint extract,3,20,16,4,0.007454342154304882,0.8,0.2,0.45956019381289603,0.540439806187104,0.340439806187104,1.7407948094079482,0.3700689655172414,1.4716302535897057,success,0.340439806187104
conclude compute,2,20,16,4,0.007454342154304882,0.8,0.2,0.45956019381289603,0.540439806187104,0.340439806187104,1.7407948094079482,0.3700689655172414,1.4716302535897057,success,0.340439806187104
enumerate filter,2,20,16,4,0.007454342154304882,0.8,0.2,0.45956019381289603,0.540439806187104,0.340439806187104,1.7407948094079482,0.3700689655172414,1.4716302535897057,success,0.340439806187104
filter compute,2,15,12,3,0.005590756615728662,0.8,0.2,0.45956019381289603,0.540439806187104,0.340439806187104,1.7407948094079482,0.3700689655172414,1.4427239945622425,success,0.340439806187104
check-constraint analyze compute,3,15,12,3,0.005590756615728662,0.8,0.2,0.45956019381289603,0.540439806187104,0.340439806187104,1.7407948094079482,0.3700689655172414,1.4427239945622425,success,0.340439806187104
simplify compare compute,3,10,8,2,0.003727171077152441,0.8,0.2,0.45956019381289603,0.540439806187104,0.340439806187104,1.7407948094079482,0.3700689655172414,1.3909550458633535,success,0.340439806187104
analyze check-constraint compute,3,5,4,1,0.0018635855385762206,0.8,0.2,0.45956019381289603,0.540439806187104,0.340439806187104,1.7407948094079482,0.3700689655172414,1.2632233753735724,success,0.340439806187104
rewrite check-constraint simplify,3,5,4,1,0.0018635855385762206,0.8,0.2,0.45956019381289603,0.540439806187104,0.340439806187104,1.7407948094079482,0.3700689655172414,1.2632233753735724,success,0.340439806187104
check-constraint conclude compute,3,5,4,1,0.0018635855385762206,0.8,0.2,0.45956019381289603,0.540439806187104,0.340439806187104,1.7407948094079482,0.3700689655172414,1.2632233753735724,success,0.340439806187104
compute substitute analyze,3,5,4,1,0.0018635855385762206,0.8,0.2,0.45956019381289603,0.540439806187104,0.340439806187104,1.7407948094079482,0.3700689655172414,1.2632233753735724,success,0.340439806187104
simplify apply-formula guess,3,5,4,1,0.0018635855385762206,0.8,0.2,0.45956019381289603,0.540439806187104,0.340439806187104,1.7407948094079482,0.3700689655172414,1.2632233753735724,success,0.340439806187104
apply-formula apply-formula substitute,3,5,4,1,0.0018635855385762206,0.8,0.2,0.45956019381289603,0.540439806187104,0.340439806187104,1.7407948094079482,0.3700689655172414,1.2632233753735724,success,0.340439806187104
apply-formula derive-intermediate conclude,3,5,4,1,0.0018635855385762206,0.8,0.2,0.45956019381289603,0.540439806187104,0.340439806187104,1.7407948094079482,0.3700689655172414,1.2632233753735724,success,0.340439806187104
rearrange rearrange,2,5,4,1,0.0018635855385762206,0.8,0.2,0.45956019381289603,0.540439806187104,0.340439806187104,1.7407948094079482,0.3700689655172414,1.2632233753735724,success,0.340439806187104
derive_intermediate derive_intermediate apply_formula,3,5,4,1,0.0018635855385762206,0.8,0.2,0.45956019381289603,0.540439806187104,0.340439806187104,1.7407948094079482,0.3700689655172414,1.2632233753735724,success,0.340439806187104
apply_formula derive_intermediate apply_formula,3,5,4,1,0.0018635855385762206,0.8,0.2,0.45956019381289603,0.540439806187104,0.340439806187104,1.7407948094079482,0.3700689655172414,1.2632233753735724,success,0.340439806187104
analyze compute substitute,3,5,4,1,0.0018635855385762206,0.8,0.2,0.45956019381289603,0.540439806187104,0.340439806187104,1.7407948094079482,0.3700689655172414,1.2632233753735724,success,0.340439806187104
analyze simplify case_split,3,5,4,1,0.0018635855385762206,0.8,0.2,0.45956019381289603,0.540439806187104,0.340439806187104,1.7407948094079482,0.3700689655172414,1.2632233753735724,success,0.340439806187104
infer compute,2,5,4,1,0.0018635855385762206,0.8,0.2,0.45956019381289603,0.540439806187104,0.340439806187104,1.7407948094079482,0.3700689655172414,1.2632233753735724,success,0.340439806187104
infer compute conclude,3,5,4,1,0.0018635855385762206,0.8,0.2,0.45956019381289603,0.540439806187104,0.340439806187104,1.7407948094079482,0.3700689655172414,1.2632233753735724,success,0.340439806187104
combine compute conclude,3,5,4,1,0.0018635855385762206,0.8,0.2,0.45956019381289603,0.540439806187104,0.340439806187104,1.7407948094079482,0.3700689655172414,1.2632233753735724,success,0.340439806187104
analyze expand simplify,3,5,4,1,0.0018635855385762206,0.8,0.2,0.45956019381289603,0.540439806187104,0.340439806187104,1.7407948094079482,0.3700689655172414,1.2632233753735724,success,0.340439806187104
apply-formula guess compute,3,5,4,1,0.0018635855385762206,0.8,0.2,0.45956019381289603,0.540439806187104,0.340439806187104,1.7407948094079482,0.3700689655172414,1.2632233753735724,success,0.340439806187104
apply_formula solve_equation,2,5,4,1,0.0018635855385762206,0.8,0.2,0.45956019381289603,0.540439806187104,0.340439806187104,1.7407948094079482,0.3700689655172414,1.2632233753735724,success,0.340439806187104
derive_intermediate combine,2,5,4,1,0.0018635855385762206,0.8,0.2,0.45956019381289603,0.540439806187104,0.340439806187104,1.7407948094079482,0.3700689655172414,1.2632233753735724,success,0.340439806187104
check-constraint compute analyze,3,5,4,1,0.0018635855385762206,0.8,0.2,0.45956019381289603,0.540439806187104,0.340439806187104,1.7407948094079482,0.3700689655172414,1.2632233753735724,success,0.340439806187104
simplify compare conclude,3,5,4,1,0.0018635855385762206,0.8,0.2,0.45956019381289603,0.540439806187104,0.340439806187104,1.7407948094079482,0.3700689655172414,1.2632233753735724,success,0.340439806187104
guess square,2,5,4,1,0.0018635855385762206,0.8,0.2,0.45956019381289603,0.540439806187104,0.340439806187104,1.7407948094079482,0.3700689655172414,1.2632233753735724,success,0.340439806187104
rearrange expand,2,5,4,1,0.0018635855385762206,0.8,0.2,0.45956019381289603,0.540439806187104,0.340439806187104,1.7407948094079482,0.3700689655172414,1.2632233753735724,success,0.340439806187104
instantiate apply-formula compare,3,5,4,1,0.0018635855385762206,0.8,0.2,0.45956019381289603,0.540439806187104,0.340439806187104,1.7407948094079482,0.3700689655172414,1.2632233753735724,success,0.340439806187104
simplify apply_theorem,2,5,4,1,0.0018635855385762206,0.8,0.2,0.45956019381289603,0.540439806187104,0.340439806187104,1.7407948094079482,0.3700689655172414,1.2632233753735724,success,0.340439806187104
apply_theorem compute,2,5,4,1,0.0018635855385762206,0.8,0.2,0.45956019381289603,0.540439806187104,0.340439806187104,1.7407948094079482,0.3700689655172414,1.2632233753735724,success,0.340439806187104
derive-intermediate instantiate simplify,3,24,3,21,0.008945210585165859,0.125,0.875,0.45956019381289603,0.540439806187104,-0.33456019381289603,0.27199918896999187,1.6190517241379312,-1.665385824706993,failure,0.33456019381289603
compute instantiate derive-intermediate,3,16,2,14,0.005963473723443906,0.125,0.875,0.45956019381289603,0.540439806187104,-0.33456019381289603,0.27199918896999187,1.6190517241379312,-1.603881256693622,failure,0.33456019381289603
simplify check_constraint,2,16,2,14,0.005963473723443906,0.125,0.875,0.45956019381289603,0.540439806187104,-0.33456019381289603,0.27199918896999187,1.6190517241379312,-1.603881256693622,failure,0.33456019381289603
analyze factor derive_constraint,3,16,2,14,0.005963473723443906,0.125,0.875,0.45956019381289603,0.540439806187104,-0.33456019381289603,0.27199918896999187,1.6190517241379312,-1.603881256693622,failure,0.33456019381289603
analyze guess compute,3,8,1,7,0.002981736861721953,0.125,0.875,0.45956019381289603,0.540439806187104,-0.33456019381289603,0.27199918896999187,1.6190517241379312,-1.4514118192479557,failure,0.33456019381289603
analyze case_split check_constraint,3,8,1,7,0.002981736861721953,0.125,0.875,0.45956019381289603,0.540439806187104,-0.33456019381289603,0.27199918896999187,1.6190517241379312,-1.4514118192479557,failure,0.33456019381289603
analyze compute check_constraint,3,8,1,7,0.002981736861721953,0.125,0.875,0.45956019381289603,0.540439806187104,-0.33456019381289603,0.27199918896999187,1.6190517241379312,-1.4514118192479557,failure,0.33456019381289603
guess instantiate compute,3,8,1,7,0.002981736861721953,0.125,0.875,0.45956019381289603,0.540439806187104,-0.33456019381289603,0.27199918896999187,1.6190517241379312,-1.4514118192479557,failure,0.33456019381289603
analyze case_split apply_formula,3,8,1,7,0.002981736861721953,0.125,0.875,0.45956019381289603,0.540439806187104,-0.33456019381289603,0.27199918896999187,1.6190517241379312,-1.4514118192479557,failure,0.33456019381289603
backtrack analyze,2,8,1,7,0.002981736861721953,0.125,0.875,0.45956019381289603,0.540439806187104,-0.33456019381289603,0.27199918896999187,1.6190517241379312,-1.4514118192479557,failure,0.33456019381289603
instantiate case_split instantiate,3,8,1,7,0.002981736861721953,0.125,0.875,0.45956019381289603,0.540439806187104,-0.33456019381289603,0.27199918896999187,1.6190517241379312,-1.4514118192479557,failure,0.33456019381289603
instantiate apply_formula rewrite,3,8,1,7,0.002981736861721953,0.125,0.875,0.45956019381289603,0.540439806187104,-0.33456019381289603,0.27199918896999187,1.6190517241379312,-1.4514118192479557,failure,0.33456019381289603
analyze apply_algorithm backtrack,3,8,1,7,0.002981736861721953,0.125,0.875,0.45956019381289603,0.540439806187104,-0.33456019381289603,0.27199918896999187,1.6190517241379312,-1.4514118192479557,failure,0.33456019381289603
derive_constraint derive_constraint enumerate,3,8,1,7,0.002981736861721953,0.125,0.875,0.45956019381289603,0.540439806187104,-0.33456019381289603,0.27199918896999187,1.6190517241379312,-1.4514118192479557,failure,0.33456019381289603
apply-formula derive-intermediate analyze,3,8,1,7,0.002981736861721953,0.125,0.875,0.45956019381289603,0.540439806187104,-0.33456019381289603,0.27199918896999187,1.6190517241379312,-1.4514118192479557,failure,0.33456019381289603
apply_formula analyze apply_formula,3,8,1,7,0.002981736861721953,0.125,0.875,0.45956019381289603,0.540439806187104,-0.33456019381289603,0.27199918896999187,1.6190517241379312,-1.4514118192479557,failure,0.33456019381289603
compute check-constraint guess,3,8,1,7,0.002981736861721953,0.125,0.875,0.45956019381289603,0.540439806187104,-0.33456019381289603,0.27199918896999187,1.6190517241379312,-1.4514118192479557,failure,0.33456019381289603
expand rearrange,2,24,19,5,0.008945210585165859,0.7916666666666666,0.20833333333333334,0.45956019381289603,0.540439806187104,0.3321064728537706,1.7226615301432817,0.38548850574712645,1.4397891863454493,success,0.3321064728537706
factorize enumerate filter,3,19,15,4,0.007081625046589639,0.7894736842105263,0.21052631578947367,0.45956019381289603,0.540439806187104,0.3299134903976303,1.717889614547317,0.389546279491833,1.4082888784998557,success,0.3299134903976303
rewrite conclude,2,33,26,7,0.012299664554603056,0.7878787878787878,0.21212121212121213,0.45956019381289603,0.540439806187104,0.3283185940658918,1.7144191304775245,0.39249738766980147,1.4407603260261739,success,0.3283185940658918
simplify case-split,2,15,2,13,0.005590756615728662,0.13333333333333333,0.8666666666666667,0.45956019381289603,0.540439806187104,-0.32622686047956273,0.290132468234658,1.603632183908046,-1.531726398459316,failure,0.32622686047956273
compute compare compare,3,15,2,13,0.005590756615728662,0.13333333333333333,0.8666666666666667,0.45956019381289603,0.540439806187104,-0.32622686047956273,0.290132468234658,1.603632183908046,-1.531726398459316,failure,0.32622686047956273
simplify apply_formula simplify,3,15,2,13,0.005590756615728662,0.13333333333333333,0.8666666666666667,0.45956019381289603,0.540439806187104,-0.32622686047956273,0.290132468234658,1.603632183908046,-1.531726398459316,failure,0.32622686047956273
solve_for apply_formula,2,15,2,13,0.005590756615728662,0.13333333333333333,0.8666666666666667,0.45956019381289603,0.540439806187104,-0.32622686047956273,0.290132468234658,1.603632183908046,-1.531726398459316,failure,0.32622686047956273
compute simplify check-constraint,3,42,33,9,0.015654118524040254,0.7857142857142857,0.21428571428571427,0.45956019381289603,0.540439806187104,0.32615409190138966,1.7097091878113775,0.3965024630541872,1.4431997416416746,success,0.32615409190138966
analyze instantiate case-split,3,14,11,3,0.005218039508013418,0.7857142857142857,0.21428571428571427,0.45956019381289603,0.540439806187104,0.32615409190138966,1.7097091878113775,0.3965024630541872,1.3585240549719597,success,0.32615409190138966
instantiate simplify derive_intermediate,3,14,11,3,0.005218039508013418,0.7857142857142857,0.21428571428571427,0.45956019381289603,0.540439806187104,0.32615409190138966,1.7097091878113775,0.3965024630541872,1.3585240549719597,success,0.32615409190138966
simplify check-constraint apply-formula,3,23,18,5,0.008572493477450614,0.782608695652174,0.21739130434782608,0.45956019381289603,0.540439806187104,0.3230485018392779,1.7029514439860363,0.4022488755622189,1.3863224075460765,success,0.3230485018392779
instantiate instantiate simplify,3,32,25,7,0.011926947446887812,0.78125,0.21875,0.45956019381289603,0.540439806187104,0.32168980618710397,1.6999949310624491,0.4047629310344828,1.4014662305815677,success,0.32168980618710397
apply-formula apply-formula expand,3,9,7,2,0.003354453969437197,0.7777777777777778,0.2222222222222222,0.45956019381289603,0.540439806187104,0.31821758396488176,1.692439398035505,0.41118773946360154,1.2649762421789708,success,0.31821758396488176
instantiate derive-intermediate compute,3,21,3,18,0.007827059262020127,0.14285714285714285,0.8571428571428571,0.45956019381289603,0.540439806187104,-0.3167030509557532,0.310856215965705,1.5860098522167487,-1.513007184831127,failure,0.3167030509557532
case_split check_constraint,2,14,2,12,0.005218039508013418,0.14285714285714285,0.8571428571428571,0.45956019381289603,0.540439806187104,-0.3167030509557532,0.310856215965705,1.5860098522167487,-1.4540699470030904,failure,0.3167030509557532
analyze check-constraint instantiate,3,14,2,12,0.005218039508013418,0.14285714285714285,0.8571428571428571,0.45956019381289603,0.540439806187104,-0.3167030509557532,0.310856215965705,1.5860098522167487,-1.4540699470030904,failure,0.3167030509557532
factor derive_constraint instantiate,3,14,2,12,0.005218039508013418,0.14285714285714285,0.8571428571428571,0.45956019381289603,0.540439806187104,-0.3167030509557532,0.310856215965705,1.5860098522167487,-1.4540699470030904,failure,0.3167030509557532
compute analyze case-split,3,7,1,6,0.002609019754006709,0.14285714285714285,0.8571428571428571,0.45956019381289603,0.540439806187104,-0.3167030509557532,0.310856215965705,1.5860098522167487,-1.3076184548039824,failure,0.3167030509557532
apply-formula analyze analyze,3,7,1,6,0.002609019754006709,0.14285714285714285,0.8571428571428571,0.45956019381289603,0.540439806187104,-0.3167030509557532,0.310856215965705,1.5860098522167487,-1.3076184548039824,failure,0.3167030509557532
simplify case-split compute,3,7,1,6,0.002609019754006709,0.14285714285714285,0.8571428571428571,0.45956019381289603,0.540439806187104,-0.3167030509557532,0.310856215965705,1.5860098522167487,-1.3076184548039824,failure,0.3167030509557532
derive-intermediate guess,2,7,1,6,0.002609019754006709,0.14285714285714285,0.8571428571428571,0.45956019381289603,0.540439806187104,-0.3167030509557532,0.310856215965705,1.5860098522167487,-1.3076184548039824,failure,0.3167030509557532
derive-intermediate check-constraint check-constraint,3,7,1,6,0.002609019754006709,0.14285714285714285,0.8571428571428571,0.45956019381289603,0.540439806187104,-0.3167030509557532,0.310856215965705,1.5860098522167487,-1.3076184548039824,failure,0.3167030509557532
analyze analyze factor,3,7,1,6,0.002609019754006709,0.14285714285714285,0.8571428571428571,0.45956019381289603,0.540439806187104,-0.3167030509557532,0.310856215965705,1.5860098522167487,-1.3076184548039824,failure,0.3167030509557532
derive-intermediate determine-ratio apply-area-ratio,3,7,1,6,0.002609019754006709,0.14285714285714285,0.8571428571428571,0.45956019381289603,0.540439806187104,-0.3167030509557532,0.310856215965705,1.5860098522167487,-1.3076184548039824,failure,0.3167030509557532
derive-intermediate derive-intermediate case-split,3,7,1,6,0.002609019754006709,0.14285714285714285,0.8571428571428571,0.45956019381289603,0.540439806187104,-0.3167030509557532,0.310856215965705,1.5860098522167487,-1.3076184548039824,failure,0.3167030509557532
derive-intermediate compute count,3,7,1,6,0.002609019754006709,0.14285714285714285,0.8571428571428571,0.45956019381289603,0.540439806187104,-0.3167030509557532,0.310856215965705,1.5860098522167487,-1.3076184548039824,failure,0.3167030509557532
derive-intermediate determine-ratio,2,7,1,6,0.002609019754006709,0.14285714285714285,0.8571428571428571,0.45956019381289603,0.540439806187104,-0.3167030509557532,0.310856215965705,1.5860098522167487,-1.3076184548039824,failure,0.3167030509557532
substitute compute simplify,3,7,1,6,0.002609019754006709,0.14285714285714285,0.8571428571428571,0.45956019381289603,0.540439806187104,-0.3167030509557532,0.310856215965705,1.5860098522167487,-1.3076184548039824,failure,0.3167030509557532
analyze isolate,2,7,1,6,0.002609019754006709,0.14285714285714285,0.8571428571428571,0.45956019381289603,0.540439806187104,-0.3167030509557532,0.310856215965705,1.5860098522167487,-1.3076184548039824,failure,0.3167030509557532
filter,1,22,17,5,0.008199776369735371,0.7727272727272727,0.22727272727272727,0.45956019381289603,0.540439806187104,0.3131670789143767,1.6814495318144953,0.4205329153605016,1.3299301879238665,success,0.3131670789143767
