token,num_sections,keywords
Q5_T28_values_possible_two,3,"values, possible, two, 224, 216, case, corresponding"
Q5_T29_case_roots_216,3,"case, roots, 216, times"
Q5_T30_need_positive_find,3,"need, positive, find, integers, all, roots, given, implies"
Q5_T31_144_check_sum,3,"144, check, sum, cdot7, implies, cdot, double, times"
Q5_T32_case_roots_polynomial,3,"case, roots, polynomial, parameters, 224, 216"
Q5_T33_case_possible_squares,3,"case, possible, squares, summing, pairs, set, none"
Q5_T34_sqrt_area_times,2,"sqrt, area, times, formula, 756, calculate, sides, 16a"
Q5_T35_inradius_160_sqrt,2,"inradius, 160, sqrt, frac, face, each, tetrahedron"
Q5_T36_form_expanding,2,"form, expanding"
Q5_T37_summary_possibilities_216,2,"summary, possibilities, 216, 224"
Q5_T38_would_jon_says,2,"would, jon, says, steve, you, 216, know, immediately"
Q5_T39_asks_tell_can,2,"asks, tell, can, steve, you, value, since, jon"
Q5_T40_expand_substitute_square,2,"expand, substitute, square, equation, subtract, second"
Q5_T41_set_possible_check,2,"set, possible, check, squares, summing, values, valid"
Q5_T42_sqrt_prime_factors,1,"sqrt, prime, factors, frac, satisfied, condition"
Q5_T43_346_sides_sqrt,1,"346, sides, sqrt, triangle, area, frac"
Q5_T44_346_tetrahedron_inradius,1,"346, tetrahedron, inradius, total, sqrt, frac"
Q5_T45_346_173_div,1,"346, 173, div, not, prime, times"
Q5_T46_tetrahedron_sqrt_16002,1,"tetrahedron, sqrt, 16002, area, face, cdot"
Q5_T47_step_tetrahedron_sqrt,1,"step, tetrahedron, sqrt, opposite, identify, edges"
Q5_T48_tetrahedron_text_sqrt,1,"tetrahedron, text, sqrt, use, area, times"
Q5_T49_volume_tetrahedron_faces,1,"volume, tetrahedron, faces, distance, sum, areas"
Q5_T50_point_tetrahedron_total,1,"point, tetrahedron, total, faces, distance, incenter"
Q5_T51_volume_tetrahedron_sqrt,1,"volume, tetrahedron, sqrt, frac, cdot, formula"
Q5_T52_tetrahedron_sqrt_lengths,1,"tetrahedron, sqrt, lengths, triangle, isosceles, abc"
Q5_T53_7120_sqrt_area,1,"7120, sqrt, area, 128, 445, cdot"
Q5_T54_step_total_surface,1,"step, total, surface, sqrt, area, calculate"
Q5_T55_volume_288_sqrt,1,"volume, 288, sqrt, times, 12096, sum"
Q5_T56_tetrahedron_sqrt_frac,1,"tetrahedron, sqrt, frac, times, 12096, face"
Q5_T57_volume_term_sqrt,1,"volume, term, sqrt, 2048, times, frac"
Q5_T58_step_square_yes,1,"step, square, yes, prime, factors, identify"
Q5_T59_roots_2ax_polynomial,1,"roots, 2ax, polynomial, according, frac, sum"
Q5_T60_our_values_list,1,"our, values, list, only, corresponding, check"
Q5_T61_roots_square_can,1,"roots, square, can, one, squares, sum"
Q5_T62_roots_solution_possible,1,"roots, solution, possible, check, sum, pairs"
Q5_T63_implies_jon_corresponds,1,"implies, jon, corresponds, value, steve, revealed"
Q5_T64_since_values_also,1,"since, values, also, possible, have, test"
Q5_T65_implies_solutions_there,1,"implies, solutions, there, any, max, other"
Q5_T66_144_set_pairwise,1,"144, set, pairwise, times, sum, cdot6"
Q5_T67_leading_logic_values,1,"leading, logic, values, identical, ambiguity, holds"
Q5_T68_roots_polynomial_2ax,1,"roots, polynomial, 2ax, since, positive, all"
Q5_T69_roots_formulas_vieta,1,"roots, formulas, vieta, frac, cubic, sum"
Q5_T70_implies_set_possible,1,"implies, set, possible, but, squares, summing"
Q5_T71_max_solution,1,"max, solution"
Q5_T72_would_jon_case,1,"would, jon, case, there, corresponding, value"
Q5_T73_case_possible_check,1,"case, possible, check, squares, cdot4, cdot8"
Q5_T74_144_224_case,1,"144, 224, case, check, cdot7, cdot4"
Q5_T75_144_case_possible,1,"144, case, possible, check, 216, cdot6"
Q5_T76_values_since_jon,1,"values, since, jon, possible, steve, still"
Q5_T77_roots_implies_positive,1,"roots, implies, positive, must, such, integers"
Q5_T78_found_values_solution,1,"found, values, solution, only, value, look"
Q5_T79_substitute_since_positive,1,"substitute, since, positive, equation, second, integers"
Q5_T80_roots_summary_implies,1,"roots, summary, implies, sets, possible, corresponding"
Q5_T81_root_positive_remaining,1,"root, positive, remaining, one, squares, sum"
Q5_T82_case_solutions_integer,1,"case, solutions, integer, positive"
Q5_T83_found_not_square,1,"found, not, square, there, any, other"
Q5_T84_values_224_possible,1,"values, 224, possible, two, statement, sum"
Q5_T85_double_implies_224,1,"double, implies, 224, must, sum, 216"
