token,num_sections,keywords
Q17_T46_optimal_wants_archimedes,2,"optimal, wants, archimedes, minimize, quadratic, solve, analyze, move"
Q17_T47_maximizing_analyze_optimization,2,"maximizing, analyze, optimization, brahmagupta, 4xy, over, fixed, respect"
Q17_T48_24x_4ac_32x,2,"24x, 4ac, 32x, 16x, calculate"
Q17_T49_can_any_brahmagupta,2,"can, any, brahmagupta, archimedes, picks, given, best, chooses"
Q17_T50_analyze_optimization_minimizing,2,"analyze, optimization, minimizing, archimedes, over, knows, wants, respect"
Q17_T51_chooses_logic_double,2,"chooses, logic, double, verification, check, archimedes, brahmagupta"
Q17_T52_expand_24x_frac,2,"expand, 24x, frac, 16x, simplify, numerator"
Q17_T53_chosen_will_brahmagupta,2,"chosen, will, brahmagupta, choose, any, maximize"
Q17_T54_substitute_frac_left,2,"substitute, frac, left, right, becomes, term, expression, back"
Q17_T55_term_simplify_left,2,"term, simplify, left, right, first, second, remains, frac"
Q17_T56_archimedes_resulting_function,2,"archimedes, resulting, function, minimize, wishes, quadratic, now, turn"
Q17_T57_dividend_step_analyze,1,"dividend, step, analyze, remainder, divisor, frac"
Q17_T58_step_term_terms,1,"step, term, terms, verification, subtracting, quotient"
Q17_T59_method_sums_factorization,1,"method, sums, factorization, powers, using"
Q17_T60_identity_powers_recall,1,"identity, powers, recall, sum, odd, algebraic"
Q17_T61_case_which_odd,1,"case, which, odd, our"
Q17_T62_values_identity_substituting,1,"values, identity, substituting, these"
Q17_T63_however_not_identity,1,"however, not, identity, divisor, problem, given"
Q17_T64_dividing_polynomial_theorem,1,"dividing, polynomial, theorem, remainder, using, evaluate"
Q17_T65_divide_multiply_bring,1,"divide, multiply, bring, term, get, subtract"
Q17_T66_yields_terms_process,1,"yields, terms, process, plus, dots, finally"
Q17_T67_geometric_not_series,1,"geometric, not, series, can, frac, sum"
Q17_T68_step_formula_using,1,"step, formula, using, sum, division, cubes"
Q17_T69_dividend_step_expression,1,"dividend, step, expression, relate, can, rewrite"
Q17_T70_polynomial_division_powers,1,"polynomial, division, powers, dots, sum, odd"
Q17_T71_multiply_check_dots,1,"multiply, check, dots, quotient, sum, division"
Q17_T72_remainder_theorem_factor,1,"remainder, theorem, factor, method, using"
Q17_T73_equation_rearrange_find,1,"equation, rearrange, find"
Q17_T74_divide_know_need,1,"divide, know, need, now, standard, algebraic"
Q17_T75_dividing_assuming_sides,1,"dividing, assuming, sides, neq, both"
Q17_T76_generated_remainder_terms,1,"generated, remainder, terms, quotient, sum"
Q17_T77_quotient_specifically_question,1,"quotient, specifically, question, asks"
Q17_T78_adjust_step_expression,1,"adjust, step, expression, our, match, formula"
Q17_T79_dividend_step_divisor,1,"dividend, step, divisor, components, identify, looking"
Q17_T80_step_theorem_remainder,1,"step, theorem, remainder, find, using, states"
Q17_T81_step_since_set,1,"step, since, set, divisor, equation, linear"
Q17_T82_step_subtract_sides,1,"step, subtract, sides, quotient, solve, both"
Q17_T83_frac_4xy_terms,1,"frac, 4xy, terms, given, brahmagupta, function"
Q17_T84_vertex_brahmagupta_frac,1,"vertex, brahmagupta, frac, choose, archimedes, minimize"
Q17_T85_constant_consider_now,1,"constant, consider, now, only, treating, function"
Q17_T86_substitute_form_simplified,1,"substitute, form, simplified, use, 4xy"
Q17_T87_term_note,1,"term, note"
Q17_T88_text_can_maximum,1,"text, can, maximum, brahmagupta, value, force"
Q17_T89_analyze_played_need,1,"analyze, played, need, game, problem, solve"
Q17_T90_expand_expression_fixed,1,"expand, expression, fixed, 4xy, maximize, respect"
Q17_T91_constant_now_partial,1,"constant, now, partial, find, frac, treat"
Q17_T92_point_ensure_partial,1,"point, ensure, partial, corresponds, maximum, critical"
Q17_T93_substitute_back_original,1,"substitute, back, original, equation, find"
Q17_T94_base_term_terms,1,"base, term, terms, parentheses, inside, simplify"
Q17_T95_expand_term_just,1,"expand, term, just, 12x, directly, alternatively"
Q17_T96_16x_12x_summing,1,"16x, 12x, summing, these"
Q17_T97_vertex_parabola_wants,1,"vertex, parabola, wants, archimedes, respect, minimize"
Q17_T98_chooses_moves_his,1,"chooses, moves, his, brahmagupta, value, archimedes"
Q17_T99_fixed_wants_brahmagupta,1,"fixed, wants, brahmagupta, maximize, respect, look"
Q17_T100_set_derivative_partial,1,"set, derivative, partial, frac, using"
Q17_T101_square_method_completing,1,"square, method, completing, alternative, directly, evaluate"
Q17_T102_12x_16x_consistent,1,"12x, 16x, consistent, result"
Q17_T103_since_choice_game,1,"since, choice, game, given, value, archimedes"
Q17_T104_divide_24x_now,1,"divide, 24x, now, 32x, frac"
Q17_T105_minimum_since_opening,1,"minimum, since, opening, indeed, parabola, global"
Q17_T106_substitute_text_now,1,"substitute, text, now, determine, resulting, value"
Q17_T107_substitute_form_vertex,1,"substitute, form, vertex, often, easier, frac"
Q17_T108_substitute_can_12x,1,"substitute, can, 12x, 16x, directly, alternatively"
Q17_T109_analyze_fix_optimal,1,"analyze, fix, optimal, 4xy, brahmagupta, move"
Q17_T110_choice_optimal_now,1,"choice, optimal, now, determine, brahmagupta, value"
Q17_T111_first_substitution_factor,1,"first, substitution, factor, recall, simplify, out"
Q17_T112_now_cdot_frac,1,"now, cdot, frac, left, right, calculate"
Q17_T113_frac_guarantees_given,1,"frac, guarantees, given, brahmagupta, value"
Q17_T114_double_vertex_verification,1,"double, vertex, verification, over, check, max"
Q17_T115_chooses_steps_consistent,1,"chooses, steps, consistent, brahmagupta, plug, archimedes"
Q17_T116_asks_value_question,1,"asks, value, question, should, choose, archimedes"
Q17_T117_moves_analyze_brahmagupta,1,"moves, analyze, brahmagupta, function, second, objective"
Q17_T118_chooses_since_fixed,1,"chooses, since, fixed, coefficient, brahmagupta, function"
Q17_T119_analyze_knows_value,1,"analyze, knows, value, brahmagupta, archimedes, objective"
Q17_T120_together_these_now,1,"together, these, now, parts, all, sum"
Q17_T121_text_now_maximum,1,"text, now, maximum, find, value, max"
Q17_T122_divide_text_which,1,"divide, text, which, now, frac, max"
Q17_T123_coordinate_text_vertex,1,"coordinate, text, vertex, coefficient, given, coeff"
Q17_T124_possible_maximum_minimizes,1,"possible, maximum, minimizes, value"
Q17_T125_chooses_game_understand,1,"chooses, game, understand, value, structure, player"
Q17_T126_consider_fixed_notice,1,"consider, fixed, notice, now, function, denoted"
Q17_T127_maximizes_partial_take,1,"maximizes, partial, take, find, value, frac"
Q17_T128_since_which_derivative,1,"since, which, derivative, critical, second, respect"
Q17_T129_max_left_right,1,"max, left, right, frac"
Q17_T130_best_brahmagupta_given,1,"best, brahmagupta, given, outcome, function, representing"
Q17_T131_can_derivative_find,1,"can, derivative, find, frac, using, 16x"
Q17_T132_vertex_where_frac,1,"vertex, where, frac, using, formula, alternatively"
