motif,motif_pretty,length,support_total,support_correct,support_incorrect,p_correct,p_incorrect,enrichment_correct,enrichment_incorrect,dominant_label
analyze|apply-formula|substitute|compute,analyze -> apply-formula -> substitute -> compute,4,2,1,1,0.500000,0.500000,1.000000,1.000000,tie
rewrite|instantiate|rewrite|substitute,rewrite -> instantiate -> rewrite -> substitute,4,2,1,1,0.500000,0.500000,1.000000,1.000000,tie
rewrite|compute|substitute|compute,rewrite -> compute -> substitute -> compute,4,2,1,1,0.500000,0.500000,1.000000,1.000000,tie
rewrite|analyze|conclude|check-constraint,rewrite -> analyze -> conclude -> check-constraint,4,2,1,1,0.500000,0.500000,1.000000,1.000000,tie
compute|case-split|instantiate|compute,compute -> case-split -> instantiate -> compute,4,2,1,1,0.500000,0.500000,1.000000,1.000000,tie
analyze|backtrack|instantiate|analyze,analyze -> backtrack -> instantiate -> analyze,4,2,1,1,0.500000,0.500000,1.000000,1.000000,tie
analyze|apply-formula|compute|instantiate,analyze -> apply-formula -> compute -> instantiate,4,2,1,1,0.500000,0.500000,1.000000,1.000000,tie
compute|conclude|analyze|check-constraint,compute -> conclude -> analyze -> check-constraint,4,2,1,1,0.500000,0.500000,1.000000,1.000000,tie
apply-formula|instantiate|rewrite|compute,apply-formula -> instantiate -> rewrite -> compute,4,2,1,1,0.500000,0.500000,1.000000,1.000000,tie
check-constraint|analyze|compute|count,check-constraint -> analyze -> compute -> count,4,2,1,1,0.500000,0.500000,1.000000,1.000000,tie
conclude|compute|instantiate|check-constraint,conclude -> compute -> instantiate -> check-constraint,4,2,1,1,0.500000,0.500000,1.000000,1.000000,tie
compute|backtrack|compute|analyze,compute -> backtrack -> compute -> analyze,4,2,1,1,0.500000,0.500000,1.000000,1.000000,tie
count|analyze|compute|check-constraint,count -> analyze -> compute -> check-constraint,4,2,1,1,0.500000,0.500000,1.000000,1.000000,tie
compute|check-constraint|substitute|compute,compute -> check-constraint -> substitute -> compute,4,2,1,1,0.500000,0.500000,1.000000,1.000000,tie
analyze|instantiate|compare|instantiate,analyze -> instantiate -> compare -> instantiate,4,2,1,1,0.500000,0.500000,1.000000,1.000000,tie
instantiate|count|compute|count,instantiate -> count -> compute -> count,4,2,1,1,0.500000,0.500000,1.000000,1.000000,tie
compute|rewrite|apply-formula|analyze,compute -> rewrite -> apply-formula -> analyze,4,2,1,1,0.500000,0.500000,1.000000,1.000000,tie
check-constraint|case-split|analyze|compute,check-constraint -> case-split -> analyze -> compute,4,2,1,1,0.500000,0.500000,1.000000,1.000000,tie
analyze|apply-formula|compute|analyze,analyze -> apply-formula -> compute -> analyze,4,2,1,1,0.500000,0.500000,1.000000,1.000000,tie
case-split|analyze|instantiate|compute,case-split -> analyze -> instantiate -> compute,4,2,1,1,0.500000,0.500000,1.000000,1.000000,tie
analyze|apply-formula|instantiate|compute,analyze -> apply-formula -> instantiate -> compute,4,2,1,1,0.500000,0.500000,1.000000,1.000000,tie
compute|instantiate|compute|count,compute -> instantiate -> compute -> count,4,2,1,1,0.500000,0.500000,1.000000,1.000000,tie
instantiate|count|case-split|count,instantiate -> count -> case-split -> count,4,2,1,1,0.500000,0.500000,1.000000,1.000000,tie
substitute|compute|conclude|compute,substitute -> compute -> conclude -> compute,4,2,1,1,0.500000,0.500000,1.000000,1.000000,tie
rewrite|substitute|compute|rewrite,rewrite -> substitute -> compute -> rewrite,4,2,1,1,0.500000,0.500000,1.000000,1.000000,tie
compute|analyze|case-split|count,compute -> analyze -> case-split -> count,4,2,1,1,0.500000,0.500000,1.000000,1.000000,tie
analyze|compare|compute|analyze,analyze -> compare -> compute -> analyze,4,2,1,1,0.500000,0.500000,1.000000,1.000000,tie
compute|backtrack|analyze|check-constraint,compute -> backtrack -> analyze -> check-constraint,4,2,1,1,0.500000,0.500000,1.000000,1.000000,tie
analyze|backtrack|check-constraint,analyze -> backtrack -> check-constraint,3,2,1,1,0.500000,0.500000,1.000000,1.000000,tie
compute|check-constraint|conclude,compute -> check-constraint -> conclude,3,2,1,1,0.500000,0.500000,1.000000,1.000000,tie
substitute|rewrite|conclude,substitute -> rewrite -> conclude,3,2,1,1,0.500000,0.500000,1.000000,1.000000,tie
apply-formula|check-constraint|backtrack,apply-formula -> check-constraint -> backtrack,3,2,1,1,0.500000,0.500000,1.000000,1.000000,tie
rewrite|compute|count,rewrite -> compute -> count,3,2,1,1,0.500000,0.500000,1.000000,1.000000,tie
case-split|compare|instantiate,case-split -> compare -> instantiate,3,2,1,1,0.500000,0.500000,1.000000,1.000000,tie
case-split|compare|check-constraint,case-split -> compare -> check-constraint,3,2,1,1,0.500000,0.500000,1.000000,1.000000,tie
check-constraint|analyze|apply-formula,check-constraint -> analyze -> apply-formula,3,2,1,1,0.500000,0.500000,1.000000,1.000000,tie
instantiate|substitute|analyze,instantiate -> substitute -> analyze,3,2,1,1,0.500000,0.500000,1.000000,1.000000,tie
conclude|check-constraint|analyze,conclude -> check-constraint -> analyze,3,2,1,1,0.500000,0.500000,1.000000,1.000000,tie
check-constraint|analyze|backtrack,check-constraint -> analyze -> backtrack,3,2,1,1,0.500000,0.500000,1.000000,1.000000,tie
analyze|substitute|backtrack,analyze -> substitute -> backtrack,3,2,1,1,0.500000,0.500000,1.000000,1.000000,tie
count|instantiate|check-constraint,count -> instantiate -> check-constraint,3,2,1,1,0.500000,0.500000,1.000000,1.000000,tie
rewrite|apply-formula|analyze,rewrite -> apply-formula -> analyze,3,2,1,1,0.500000,0.500000,1.000000,1.000000,tie
rewrite|analyze|conclude,rewrite -> analyze -> conclude,3,2,1,1,0.500000,0.500000,1.000000,1.000000,tie
backtrack|compute|rewrite,backtrack -> compute -> rewrite,3,2,1,1,0.500000,0.500000,1.000000,1.000000,tie
analyze|conclude|apply-formula,analyze -> conclude -> apply-formula,3,2,1,1,0.500000,0.500000,1.000000,1.000000,tie
instantiate|rewrite|substitute,instantiate -> rewrite -> substitute,3,2,1,1,0.500000,0.500000,1.000000,1.000000,tie
apply-formula|compute|case-split,apply-formula -> compute -> case-split,3,2,1,1,0.500000,0.500000,1.000000,1.000000,tie
apply-formula|compute|check-constraint,apply-formula -> compute -> check-constraint,3,2,1,1,0.500000,0.500000,1.000000,1.000000,tie
instantiate|compare|instantiate,instantiate -> compare -> instantiate,3,2,1,1,0.500000,0.500000,1.000000,1.000000,tie
apply-formula|compute|compare,apply-formula -> compute -> compare,3,2,1,1,0.500000,0.500000,1.000000,1.000000,tie
conclude|analyze|check-constraint,conclude -> analyze -> check-constraint,3,2,1,1,0.500000,0.500000,1.000000,1.000000,tie
check-constraint|substitute|compute,check-constraint -> substitute -> compute,3,2,1,1,0.500000,0.500000,1.000000,1.000000,tie
check-constraint|compare|compute,check-constraint -> compare -> compute,3,2,1,1,0.500000,0.500000,1.000000,1.000000,tie
substitute|backtrack,substitute -> backtrack,2,2,1,1,0.500000,0.500000,1.000000,1.000000,tie
apply-formula|compute|analyze|conclude,apply-formula -> compute -> analyze -> conclude,4,2,0,2,0.000000,1.000000,0.333333,3.000000,incorrect
analyze|rewrite|conclude|compute,analyze -> rewrite -> conclude -> compute,4,2,0,2,0.000000,1.000000,0.333333,3.000000,incorrect
compute|analyze|compare|check-constraint,compute -> analyze -> compare -> check-constraint,4,2,0,2,0.000000,1.000000,0.333333,3.000000,incorrect
rewrite|instantiate|compute|conclude,rewrite -> instantiate -> compute -> conclude,4,2,0,2,0.000000,1.000000,0.333333,3.000000,incorrect
analyze|compute|backtrack|instantiate,analyze -> compute -> backtrack -> instantiate,4,2,0,2,0.000000,1.000000,0.333333,3.000000,incorrect
instantiate|analyze|rewrite|conclude,instantiate -> analyze -> rewrite -> conclude,4,2,0,2,0.000000,1.000000,0.333333,3.000000,incorrect
instantiate|count|compute|check-constraint,instantiate -> count -> compute -> check-constraint,4,2,0,2,0.000000,1.000000,0.333333,3.000000,incorrect
conclude|compute|instantiate|analyze,conclude -> compute -> instantiate -> analyze,4,2,0,2,0.000000,1.000000,0.333333,3.000000,incorrect
apply-formula|substitute|compute|rewrite,apply-formula -> substitute -> compute -> rewrite,4,2,0,2,0.000000,1.000000,0.333333,3.000000,incorrect
apply-formula|instantiate|rewrite|analyze,apply-formula -> instantiate -> rewrite -> analyze,4,2,0,2,0.000000,1.000000,0.333333,3.000000,incorrect
rewrite|apply-formula|compute|rewrite,rewrite -> apply-formula -> compute -> rewrite,4,2,0,2,0.000000,1.000000,0.333333,3.000000,incorrect
rewrite|analyze|apply-formula|instantiate,rewrite -> analyze -> apply-formula -> instantiate,4,2,0,2,0.000000,1.000000,0.333333,3.000000,incorrect
analyze|compute|substitute|analyze,analyze -> compute -> substitute -> analyze,4,2,0,2,0.000000,1.000000,0.333333,3.000000,incorrect
instantiate|rewrite|analyze|apply-formula,instantiate -> rewrite -> analyze -> apply-formula,4,2,0,2,0.000000,1.000000,0.333333,3.000000,incorrect
compute|instantiate|apply-formula|substitute,compute -> instantiate -> apply-formula -> substitute,4,2,0,2,0.000000,1.000000,0.333333,3.000000,incorrect
instantiate|check-constraint|rewrite|apply-formula,instantiate -> check-constraint -> rewrite -> apply-formula,4,2,0,2,0.000000,1.000000,0.333333,3.000000,incorrect
compute|instantiate|check-constraint|rewrite,compute -> instantiate -> check-constraint -> rewrite,4,2,0,2,0.000000,1.000000,0.333333,3.000000,incorrect
substitute|analyze|compute|analyze,substitute -> analyze -> compute -> analyze,4,2,0,2,0.000000,1.000000,0.333333,3.000000,incorrect
check-constraint|rewrite|apply-formula|instantiate,check-constraint -> rewrite -> apply-formula -> instantiate,4,2,0,2,0.000000,1.000000,0.333333,3.000000,incorrect
rewrite|analyze|instantiate|analyze,rewrite -> analyze -> instantiate -> analyze,4,2,0,2,0.000000,1.000000,0.333333,3.000000,incorrect
compute|instantiate|analyze|apply-formula,compute -> instantiate -> analyze -> apply-formula,4,2,0,2,0.000000,1.000000,0.333333,3.000000,incorrect
compute|substitute|analyze|conclude,compute -> substitute -> analyze -> conclude,4,2,0,2,0.000000,1.000000,0.333333,3.000000,incorrect
apply-formula|instantiate|analyze|rewrite,apply-formula -> instantiate -> analyze -> rewrite,4,2,0,2,0.000000,1.000000,0.333333,3.000000,incorrect
instantiate|analyze|rewrite|compute,instantiate -> analyze -> rewrite -> compute,4,2,0,2,0.000000,1.000000,0.333333,3.000000,incorrect
instantiate|apply-formula|substitute|compute,instantiate -> apply-formula -> substitute -> compute,4,2,0,2,0.000000,1.000000,0.333333,3.000000,incorrect
analyze|compare|check-constraint|compute,analyze -> compare -> check-constraint -> compute,4,2,0,2,0.000000,1.000000,0.333333,3.000000,incorrect
substitute|analyze|conclude,substitute -> analyze -> conclude,3,2,0,2,0.000000,1.000000,0.333333,3.000000,incorrect
backtrack|compute|backtrack,backtrack -> compute -> backtrack,3,2,0,2,0.000000,1.000000,0.333333,3.000000,incorrect
compute|check-constraint|count,compute -> check-constraint -> count,3,2,0,2,0.000000,1.000000,0.333333,3.000000,incorrect
instantiate|apply-formula|substitute,instantiate -> apply-formula -> substitute,3,2,0,2,0.000000,1.000000,0.333333,3.000000,incorrect
check-constraint|rewrite|apply-formula,check-constraint -> rewrite -> apply-formula,3,2,0,2,0.000000,1.000000,0.333333,3.000000,incorrect
backtrack|compare,backtrack -> compare,2,2,0,2,0.000000,1.000000,0.333333,3.000000,incorrect
instantiate|compute|rewrite|substitute,instantiate -> compute -> rewrite -> substitute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|rewrite|substitute|check-constraint,compute -> rewrite -> substitute -> check-constraint,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|substitute|compute|substitute,instantiate -> substitute -> compute -> substitute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|rewrite|compare|instantiate,compute -> rewrite -> compare -> instantiate,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|count|case-split|compute,instantiate -> count -> case-split -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compare|case-split|analyze|conclude,compare -> case-split -> analyze -> conclude,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
conclude|rewrite|compute|apply-formula,conclude -> rewrite -> compute -> apply-formula,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|analyze|compute|apply-formula,instantiate -> analyze -> compute -> apply-formula,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
count|analyze|compute|apply-formula,count -> analyze -> compute -> apply-formula,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|analyze|case-split|conclude,instantiate -> analyze -> case-split -> conclude,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compare|conclude|count|compute,compare -> conclude -> count -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
check-constraint|compare|compute|backtrack,check-constraint -> compare -> compute -> backtrack,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
substitute|compute|substitute|conclude,substitute -> compute -> substitute -> conclude,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
rewrite|instantiate|compute|case-split,rewrite -> instantiate -> compute -> case-split,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compare|analyze|compute|compare,compare -> analyze -> compute -> compare,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|instantiate|backtrack|analyze,compute -> instantiate -> backtrack -> analyze,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
check-constraint|compute|analyze|case-split,check-constraint -> compute -> analyze -> case-split,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|backtrack|count|compute,analyze -> backtrack -> count -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|substitute|instantiate|rewrite,analyze -> substitute -> instantiate -> rewrite,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
apply-formula|compute|check-constraint|rewrite,apply-formula -> compute -> check-constraint -> rewrite,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
apply-formula|rewrite|instantiate|compute,apply-formula -> rewrite -> instantiate -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
rewrite|compute|conclude|check-constraint,rewrite -> compute -> conclude -> check-constraint,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|backtrack|instantiate|compute,analyze -> backtrack -> instantiate -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|analyze|backtrack|check-constraint,compute -> analyze -> backtrack -> check-constraint,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|compute|conclude|rewrite,instantiate -> compute -> conclude -> rewrite,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|instantiate|apply-formula|backtrack,analyze -> instantiate -> apply-formula -> backtrack,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|compare|check-constraint|analyze,compute -> compare -> check-constraint -> analyze,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|backtrack|check-constraint|compute,compute -> backtrack -> check-constraint -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|check-constraint|substitute|apply-formula,compute -> check-constraint -> substitute -> apply-formula,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
rewrite|check-constraint|analyze|compute,rewrite -> check-constraint -> analyze -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|substitute|conclude|substitute,compute -> substitute -> conclude -> substitute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compare|check-constraint|analyze|compare,compare -> check-constraint -> analyze -> compare,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
conclude|apply-formula|compute|backtrack,conclude -> apply-formula -> compute -> backtrack,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|analyze|instantiate|case-split,compute -> analyze -> instantiate -> case-split,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|check-constraint|compute|substitute,analyze -> check-constraint -> compute -> substitute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
apply-formula|case-split|conclude|compute,apply-formula -> case-split -> conclude -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|apply-formula|case-split|compute,compute -> apply-formula -> case-split -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
case-split|compute|compare|check-constraint,case-split -> compute -> compare -> check-constraint,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|analyze|case-split|check-constraint,compute -> analyze -> case-split -> check-constraint,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|case-split|instantiate|substitute,compute -> case-split -> instantiate -> substitute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|compare|conclude|compute,compute -> compare -> conclude -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
conclude|compute|apply-formula|rewrite,conclude -> compute -> apply-formula -> rewrite,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|backtrack|instantiate|compute,instantiate -> backtrack -> instantiate -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|instantiate|substitute|compute,compute -> instantiate -> substitute -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
case-split|instantiate|analyze|case-split,case-split -> instantiate -> analyze -> case-split,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|substitute|apply-formula|instantiate,analyze -> substitute -> apply-formula -> instantiate,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|apply-formula|analyze|compute,instantiate -> apply-formula -> analyze -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
conclude|compare|compute|rewrite,conclude -> compare -> compute -> rewrite,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
backtrack|analyze|instantiate|check-constraint,backtrack -> analyze -> instantiate -> check-constraint,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
substitute|check-constraint|conclude|compute,substitute -> check-constraint -> conclude -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|analyze|instantiate|backtrack,compute -> analyze -> instantiate -> backtrack,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|conclude|compute|check-constraint,instantiate -> conclude -> compute -> check-constraint,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
substitute|check-constraint|instantiate|compute,substitute -> check-constraint -> instantiate -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|analyze|backtrack|instantiate,instantiate -> analyze -> backtrack -> instantiate,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
conclude|case-split|compute|compare,conclude -> case-split -> compute -> compare,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|case-split|check-constraint|conclude,analyze -> case-split -> check-constraint -> conclude,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
substitute|compute|instantiate|check-constraint,substitute -> compute -> instantiate -> check-constraint,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
conclude|analyze|instantiate|count,conclude -> analyze -> instantiate -> count,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|case-split|analyze|instantiate,instantiate -> case-split -> analyze -> instantiate,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
apply-formula|instantiate|backtrack|instantiate,apply-formula -> instantiate -> backtrack -> instantiate,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
conclude|compute|count|rewrite,conclude -> compute -> count -> rewrite,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|apply-formula|instantiate|backtrack,compute -> apply-formula -> instantiate -> backtrack,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
case-split|instantiate|check-constraint|conclude,case-split -> instantiate -> check-constraint -> conclude,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
check-constraint|instantiate|check-constraint|compute,check-constraint -> instantiate -> check-constraint -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|substitute|compute|check-constraint,instantiate -> substitute -> compute -> check-constraint,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
check-constraint|compute|conclude|compute,check-constraint -> compute -> conclude -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|apply-formula|analyze|check-constraint,instantiate -> apply-formula -> analyze -> check-constraint,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
backtrack|check-constraint|compute|compare,backtrack -> check-constraint -> compute -> compare,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|rewrite|analyze|substitute,instantiate -> rewrite -> analyze -> substitute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|compute|conclude|case-split,analyze -> compute -> conclude -> case-split,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|count|instantiate|analyze,analyze -> count -> instantiate -> analyze,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|analyze|apply-formula|case-split,compute -> analyze -> apply-formula -> case-split,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
rewrite|analyze|substitute|compute,rewrite -> analyze -> substitute -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compare|apply-formula|instantiate|compute,compare -> apply-formula -> instantiate -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|check-constraint|instantiate|apply-formula,analyze -> check-constraint -> instantiate -> apply-formula,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
rewrite|instantiate|analyze|check-constraint,rewrite -> instantiate -> analyze -> check-constraint,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
conclude|compute|compare|compute,conclude -> compute -> compare -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
apply-formula|analyze|rewrite|compute,apply-formula -> analyze -> rewrite -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
substitute|rewrite|analyze|compute,substitute -> rewrite -> analyze -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|case-split|compute|count,instantiate -> case-split -> compute -> count,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
case-split|instantiate|check-constraint|analyze,case-split -> instantiate -> check-constraint -> analyze,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|case-split|compute|count,analyze -> case-split -> compute -> count,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|substitute|analyze|instantiate,analyze -> substitute -> analyze -> instantiate,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|analyze|instantiate|compare,compute -> analyze -> instantiate -> compare,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|check-constraint|conclude|compare,compute -> check-constraint -> conclude -> compare,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
conclude|case-split|check-constraint|analyze,conclude -> case-split -> check-constraint -> analyze,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
check-constraint|analyze|count|analyze,check-constraint -> analyze -> count -> analyze,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|analyze|rewrite|check-constraint,compute -> analyze -> rewrite -> check-constraint,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
check-constraint|count|case-split|count,check-constraint -> count -> case-split -> count,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compare|conclude|analyze|compute,compare -> conclude -> analyze -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|instantiate|case-split|analyze,analyze -> instantiate -> case-split -> analyze,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
rewrite|compute|analyze|rewrite,rewrite -> compute -> analyze -> rewrite,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|compute|instantiate|count,instantiate -> compute -> instantiate -> count,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
apply-formula|compute|count|compute,apply-formula -> compute -> count -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|analyze|apply-formula|backtrack,compute -> analyze -> apply-formula -> backtrack,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
apply-formula|case-split|count|case-split,apply-formula -> case-split -> count -> case-split,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
check-constraint|rewrite|compute|instantiate,check-constraint -> rewrite -> compute -> instantiate,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compare|instantiate|rewrite|analyze,compare -> instantiate -> rewrite -> analyze,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
rewrite|analyze|compute|backtrack,rewrite -> analyze -> compute -> backtrack,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|substitute|instantiate|rewrite,compute -> substitute -> instantiate -> rewrite,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
substitute|rewrite|analyze|instantiate,substitute -> rewrite -> analyze -> instantiate,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|conclude|substitute|compute,instantiate -> conclude -> substitute -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|case-split|conclude|compute,analyze -> case-split -> conclude -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
conclude|case-split|count|case-split,conclude -> case-split -> count -> case-split,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
rewrite|compute|substitute|instantiate,rewrite -> compute -> substitute -> instantiate,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
conclude|analyze|instantiate|compute,conclude -> analyze -> instantiate -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|instantiate|conclude|analyze,analyze -> instantiate -> conclude -> analyze,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
rewrite|analyze|compare|instantiate,rewrite -> analyze -> compare -> instantiate,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
conclude|case-split|compute|analyze,conclude -> case-split -> compute -> analyze,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
backtrack|compute|conclude|compute,backtrack -> compute -> conclude -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
check-constraint|compute|check-constraint|rewrite,check-constraint -> compute -> check-constraint -> rewrite,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
case-split|analyze|compute|count,case-split -> analyze -> compute -> count,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|compare|compute|count,analyze -> compare -> compute -> count,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
rewrite|compute|compare|instantiate,rewrite -> compute -> compare -> instantiate,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|conclude|compute|substitute,compute -> conclude -> compute -> substitute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|compute|compare|rewrite,instantiate -> compute -> compare -> rewrite,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
case-split|conclude|compute|check-constraint,case-split -> conclude -> compute -> check-constraint,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
count|check-constraint|compute|case-split,count -> check-constraint -> compute -> case-split,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|compute|substitute|check-constraint,instantiate -> compute -> substitute -> check-constraint,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
case-split|compute|instantiate|compute,case-split -> compute -> instantiate -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
backtrack|apply-formula|instantiate|conclude,backtrack -> apply-formula -> instantiate -> conclude,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|backtrack|analyze|check-constraint,analyze -> backtrack -> analyze -> check-constraint,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
case-split|compute|apply-formula|count,case-split -> compute -> apply-formula -> count,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
